#Length = 50, height = 35 - 684 actual DEM + 2 rows of grains
784
0.667	32.7537	0.665838
0.675	6.9673	0.674649
0.697	41.9041	0.696069
0.699	44.5608	0.698493
0.708	11.4731	0.707883
0.715	35.6167	0.714639
0.744	14.7378	0.743588
0.749	20.6226	0.748009
0.751	8.3907	0.750912
0.77	4.1853	0.769584
0.78	47.7638	0.779041
0.786	25.3941	0.78552
0.809	31.2848	0.808917
0.813	17.3527	0.812498
0.813	0.8123	0.81277
0.831	49.3707	0.830711
0.834	37.1593	0.833258
0.844	38.8351	0.843774
0.858	19.0212	0.858682
0.859	28.4326	0.858856
0.869	22.2337	0.868581
0.9	2.5218	0.89935
0.918	13.0854	0.916774
0.824	9.9562	0.920555
0.837	34.1508	1.219637
0.971	46.1054	1.330209
0.781	43.2307	1.34371
0.891	40.4789	1.39187
0.895	23.8757	1.505463
0.905	5.66	1.560519
0.771	29.8996	1.568535
0.901	26.8521	1.632588
0.816	15.9793	1.685902
0.655	10.9942	1.98429
0.735	7.3665	2.028083
0.786	32.7997	2.116833
0.744	41.9323	2.141216
0.834	35.8007	2.252639
0.857	8.9419	2.261394
0.79	3.7724	2.273917
0.826	14.4521	2.287535
0.707	0.7069	2.328894
0.79	25.3254	2.359529
0.76	39.1066	2.426726
0.876	47.6104	2.427293
1.03	21.1677	2.439757
0.822	31.2284	2.446433
0.949	44.5537	2.457018
0.865	37.4815	2.500157
0.853	49.3422	2.513764
0.894	17.4885	2.514192
0.83	19.3098	2.521198
0.807	2.1996	2.574336
0.899	12.7795	2.705661
0.921	28.277	2.767144
0.848	34.2307	2.902515
0.67	29.8481	3.008379
0.753	6.3126	3.082816
0.895	23.3058	3.202659
0.963	40.6264	3.238737
0.848	42.9871	3.334743
0.85	15.7638	3.336796
0.863	46.1358	3.348693
0.85	26.6136	3.371345
0.852	11.2721	3.591938
0.868	7.8337	3.637045
0.795	32.5336	3.673941
0.802	1.131	3.776824
0.785	3.2079	3.804656
0.883	9.5647	3.886784
0.781	18.5157	3.92126
0.902	4.8895	3.925089
0.837	14.1862	3.932191
0.871	35.5745	3.972328
0.827	20.122	3.973549
0.726	31.0456	3.983078
0.83	39.0164	4.023788
0.957	24.9455	4.063292
0.827	47.8329	4.115423
0.769	49.4311	4.132644
0.808	44.7022	4.206954
0.885	21.8504	4.227878
0.89	37.3127	4.245957
0.768	17.028	4.344952
0.788	41.8398	4.499301
0.82	27.8289	4.514084
0.885	29.5323	4.530119
0.817	12.648	4.538004
0.894	33.9326	4.618608
0.844	6.4693	4.671508
0.802	23.3981	4.896996
0.781	2.1826	4.98743
0.892	15.5335	5.064254
0.881	46.1313	5.106869
0.721	11.2442	5.164104
0.814	26.3304	5.169357
0.814	40.1384	5.224855
0.713	0.711	5.231889
0.8	32.3506	5.257978
0.782	3.715	5.286737
0.828	19.1276	5.411359
0.774	20.7326	5.45259
0.692	5.1724	5.492678
0.801	13.9122	5.547106
0.799	9.7757	5.553722
0.834	38.4084	5.596853
0.778	30.8097	5.597179
0.809	42.9627	5.63626
0.973	8.0073	5.637033
0.786	49.1889	5.667922
0.748	47.6553	5.680923
0.756	44.523	5.759881
0.71	22.1781	5.789037
0.815	35.1697	5.797672
0.779	36.7629	5.819854
0.901	24.7652	5.911649
0.709	41.4767	5.949871
0.959	17.0878	6.069746
0.76	12.462	6.121661
0.732	29.401	6.140471
0.903	27.7694	6.235118
0.838	33.6007	6.317582
0.734	1.5547	6.405779
0.911	6.3662	6.560165
0.707	23.3243	6.625463
0.861	10.9562	6.718806
0.822	46.3749	6.794436
0.77	32.0681	6.801836
0.869	15.4227	6.822358
0.718	4.7453	6.835767
0.903	3.1247	6.863957
0.866	39.7915	6.868668
0.892	19.9991	6.947002
0.87	26.1671	6.992635
0.809	9.1274	7.024521
0.797	13.788	7.140861
0.795	30.5436	7.152526
0.733	49.4671	7.160499
0.794	47.9403	7.196265
0.807	43.162	7.239976
0.814	44.7813	7.307587
0.729	36.8819	7.321372
0.957	21.7892	7.4096
0.688	29.0599	7.517915
0.926	18.2777	7.531022
0.947	34.8982	7.542025
0.894	41.4899	7.550685
0.819	24.5407	7.616267
0.79	12.2963	7.681315
0.797	0.8066	7.740966
0.706	27.5297	7.825726
0.745	33.2131	7.857229
0.901	38.3878	7.942056
0.798	5.4958	8.152573
0.95	7.2435	8.19937
0.777	10.4455	8.273921
0.786	3.9245	8.349189
0.836	2.3022	8.396423
1.01	16.4356	8.404762
0.884	31.6725	8.407053
0.861	45.9909	8.465366
0.78	8.925	8.59979
0.892	40.0518	8.607222
0.789	30.017	8.645556
0.755	49.4464	8.647702
0.855	19.6563	8.658658
0.719	42.6418	8.677621
0.825	26.2626	8.684623
0.936	23.1665	8.707374
0.828	36.2176	8.727589
0.848	13.5241	8.76444
0.698	28.5392	8.801377
0.968	47.7525	8.947975
0.939	44.2693	8.983237
0.734	24.7753	9.15105
0.809	34.2124	9.159239
0.959	21.3605	9.277957
0.855	18.0716	9.299511
0.976	11.8056	9.377297
0.69	41.4261	9.388552
0.881	0.8875	9.417026
0.735	38.745	9.574584
0.838	6.1828	9.637251
0.86	32.6831	9.827668
0.944	14.9569	9.839742
0.897	10.0026	9.888052
0.851	27.4444	9.894769
0.876	4.4911	9.909369
0.801	37.2632	9.974725
0.706	8.383	9.981935
0.872	30.9602	10.01189
0.698	43.0231	10.04297
0.773	29.316	10.05006
0.791	49.4016	10.19269
0.889	46.0382	10.2149
1.01	2.6028	10.21719
0.794	25.8386	10.2468
0.76	19.6252	10.27248
0.835	40.2209	10.33132
0.894	35.6046	10.33493
0.878	16.7023	10.36093
0.832	13.2743	10.42999
0.832	22.7252	10.43948
0.735	24.2905	10.53763
0.735	34.0177	10.7005
0.849	44.3902	10.76643
0.781	41.7656	10.81891
0.717	18.2693	10.85829
0.951	47.7587	10.86667
0.817	7.3036	11.05518
0.705	11.8693	11.05641
0.89	21.052	11.10054
0.854	38.4946	11.14327
0.698	28.3505	11.15949
0.909	0.9075	11.20735
0.885	5.6151	11.26328
0.787	26.8917	11.43566
0.935	9.0286	11.48963
0.745	14.4397	11.49124
0.838	3.9126	11.52152
0.857	36.8393	11.57625
0.844	31.5733	11.61358
0.876	29.8521	11.63246
0.805	43.0639	11.76
0.718	46.3552	11.81032
0.877	25.2726	11.8182
0.838	19.5027	11.86519
0.896	49.3046	11.87658
0.882	23.5195	11.95884
0.795	33.1711	11.9747
0.938	16.027	12.04623
0.795	40.8004	12.06261
0.849	10.7085	12.08897
0.83	12.9903	12.10423
1.07	35.0204	12.20879
0.865	2.362	12.22263
0.92	17.8416	12.43761
0.723	39.3411	12.47358
0.921	44.8218	12.48212
0.649	37.9736	12.56496
0.867	6.7084	12.63003
0.867	21.9068	12.63488
0.863	47.741	12.6804
0.875	28.0474	12.70445
0.706	26.4657	12.86571
0.68	30.7574	12.90014
0.839	0.84	12.9876
0.745	3.7178	13.10232
0.832	42.0142	13.1448
0.76	32.1723	13.16608
0.89	8.3719	13.19142
0.761	20.3803	13.20122
0.788	36.6936	13.21594
1.04	14.4787	13.2766
0.73	46.2663	13.28028
0.933	11.8555	13.4522
0.775	33.6763	13.4712
0.808	25.0717	13.49015
0.699	18.9739	13.59323
0.899	5.2703	13.65467
0.908	49.2919	13.68026
0.881	40.3896	13.68742
0.875	10.0639	13.68784
0.815	16.6391	13.68859
0.838	43.5789	13.72588
0.721	38.6634	13.74791
0.967	23.3251	13.79764
0.903	29.4576	13.80248
0.872	2.3151	13.96128
0.765	35.3601	14.0108
0.68	47.3555	14.17498
0.745	31.1544	14.27413
0.849	7.0424	14.31173
0.826	45.1258	14.33758
0.887	21.5577	14.35331
0.827	26.4303	14.3974
0.77	13.1734	14.52958
0.749	32.6516	14.59822
0.788	0.788	14.6135
0.776	28.0119	14.65456
0.837	3.8676	14.67751
0.789	19.927	14.7347
0.812	42.2968	14.7641
0.795	8.8279	14.81313
0.816	37.6498	14.90285
0.825	18.2057	14.90875
0.787	15.1617	14.97151
0.718	48.4355	15.06206
0.84	24.6029	15.07695
0.845	39.4223	15.11675
0.892	34.1861	15.17876
0.846	10.911	15.18504
0.748	16.6709	15.25093
0.837	43.8315	15.38137
0.858	5.7281	15.39985
0.716	46.8133	15.4614
0.875	30.0657	15.4734
0.831	22.816	15.52196
0.981	36.0077	15.63173
0.708	31.6389	15.64444
0.81	2.5504	15.6667
0.835	40.978	15.75055
0.732	12.3656	15.7954
0.766	13.9028	15.88079
0.788	27.0501	15.88707
0.798	45.3775	15.94148
0.809	21.2524	16.02152
0.71	49.4901	16.0246
0.612	4.3983	16.02558
1.04	7.5499	16.12985
0.835	19.2414	16.20568
0.782	28.5846	16.21462
0.772	32.9627	16.30603
0.935	0.9356	16.32936
0.758	25.5745	16.34568
0.895	9.5277	16.35108
0.822	42.5096	16.38382
0.764	17.6544	16.39912
0.72	37.5947	16.43754
0.786	15.7266	16.45939
0.853	47.9405	16.55271
0.841	24.0133	16.68791
0.841	39.1186	16.77443
0.843	11.1954	16.84951
0.649	31.0728	16.87704
0.933	34.621	16.95063
0.655	29.7766	17.01623
0.848	44.1482	17.03578
0.761	22.4265	17.06593
0.87	5.9058	17.11843
0.785	12.7712	17.25669
0.722	40.6261	17.26759
0.842	2.3777	17.36865
0.853	14.4001	17.42105
0.898	46.16	17.44589
0.874	36.3651	17.45152
0.865	26.7134	17.50382
0.911	20.3974	17.51381
0.938	4.1481	17.55491
0.88	49.3196	17.60534
0.701	28.6043	17.69738
0.792	32.2553	17.70044
0.892	16.7531	17.78803
0.936	18.5808	17.84794
0.765	37.9503	17.87912
0.775	25.1177	17.88251
0.835	8.1926	17.88979
0.802	42.7967	17.98184
0.82	0.8271	18.07937
0.949	9.957	18.14417
0.844	47.7133	18.23402
0.839	23.5587	18.30446
0.812	33.6865	18.42371
0.823	11.7005	18.45604
0.919	39.5256	18.48587
1.05	30.6005	18.50859
0.836	44.8402	18.57044
0.722	5.4104	18.63278
0.776	35.2559	18.67257
0.937	21.8247	18.6873
0.868	41.2972	18.71599
0.8	15.3681	18.75963
0.757	6.8809	18.79105
0.882	13.3668	18.81431
0.793	27.6663	18.86002
0.783	3.143	18.95296
0.688	26.1894	18.96438
0.817	36.8757	19.06316
0.774	46.3555	19.11433
0.885	19.7942	19.20521
0.809	49.3912	19.29294
0.789	8.7654	19.40907
0.895	32.311	19.43414
0.927	17.6303	19.44946
0.834	24.7558	19.4729
0.816	1.6398	19.49594
0.775	43.186	19.50954
0.782	29.0865	19.53944
0.737	10.7008	19.65651
0.775	4.4564	19.79087
0.835	38.3571	19.79303
0.737	34.3004	19.8454
0.762	23.2097	19.86649
0.845	47.8593	19.91623
0.732	12.2011	19.93108
0.739	40.2817	19.96135
0.752	5.9723	19.9954
0.718	16.1123	20.08168
0.754	35.7565	20.16494
0.79	44.6006	20.17819
0.923	14.4791	20.23488
0.789	41.8281	20.2854
0.769	30.4271	20.31895
0.695	27.7922	20.34246
0.735	21.7965	20.35871
0.856	7.5086	20.4701
0.97	26.1509	20.62097
0.796	18.8917	20.62302
0.706	20.3921	20.67924
0.968	2.961	20.69451
0.861	46.155	20.73686
0.801	9.5795	20.7746
0.76	33.2386	20.90065
0.836	49.2995	20.93534
0.712	31.7678	20.94616
0.842	37.145	20.95175
0.785	43.299	21.06525
0.801	24.4409	21.07833
0.936	0.9671	21.11211
0.81	29.0737	21.13108
0.872	11.2011	21.18522
0.844	5.0498	21.29732
0.781	34.7259	21.30212
0.978	17.2634	21.32549
0.758	22.9076	21.356
0.962	13.0186	21.42485
0.85	38.769	21.42631
0.836	40.4536	21.52688
0.704	27.4339	21.69466
0.949	47.6872	21.70148
0.711	41.9831	21.77714
0.855	44.7696	21.81393
0.868	21.3781	21.90571
0.775	14.7096	21.91669
0.866	6.6284	21.95408
0.896	8.3896	21.98429
0.899	30.5465	21.99844
0.833	19.6833	22.0468
0.711	2.2044	22.20432
0.737	9.9994	22.25416
0.794	25.5117	22.2648
0.828	3.7373	22.33225
0.958	36.075	22.39902
0.759	46.2061	22.5522
1.06	32.4942	22.56175
0.875	23.8905	22.66126
0.694	11.9808	22.71511
0.894	43.2638	22.74428
0.863	16.1125	22.76175
0.782	34.3192	22.81071
0.96	49.24	22.81443
0.858	37.8326	22.85486
0.822	0.8218	22.86538
0.992	28.6448	22.88069
0.799	39.4885	22.90944
0.911	18.2007	22.96446
0.842	41.1216	23.06914
0.74	22.3607	23.17836
0.994	5.3046	23.26048
1.03	13.5904	23.33238
0.902	26.8109	23.36363
0.773	7.4615	23.37089
0.731	47.6466	23.38055
0.751	20.8216	23.42546
0.766	44.7805	23.43445
0.757	9.1252	23.46558
0.715	10.7915	23.4704
0.727	2.0867	23.75829
0.835	25.1243	23.84758
0.828	3.6248	23.9842
0.717	33.4704	24.04611
0.692	12.0494	24.09991
0.804	19.4438	24.14505
0.911	36.6554	24.17523
0.773	31.6587	24.19311
0.752	34.9765	24.19624
0.824	15.229	24.19863
0.759	23.4307	24.22906
0.907	46.2491	24.23479
0.925	16.9728	24.32879
0.959	29.9334	24.34441
0.744	0.7764	24.43039
0.868	40.1163	24.45312
0.858	38.3916	24.51364
0.764	49.4362	24.52764
0.779	41.7597	24.55915
0.957	43.4953	24.58137
0.831	28.0294	24.59634
0.816	21.8162	24.63571
0.822	6.5249	24.66144
0.893	8.229	24.85105
0.889	10.0107	24.87106
0.866	47.8655	24.96208
0.747	13.9265	25.07691
0.855	4.9014	25.07994
0.864	26.2555	25.11516
0.732	2.5709	25.13404
0.752	18.3638	25.26485
0.732	24.4884	25.28001
0.777	45.024	25.39963
0.795	34.044	25.4447
0.783	32.4683	25.52199
0.826	12.4324	25.56852
0.848	35.6752	25.63519
0.754	19.8585	25.64639
0.783	23.0001	25.70954
0.784	37.3047	25.7444
0.789	15.2737	25.81509
0.779	39.294	25.88062
0.758	46.4808	25.88336
0.846	29.0599	25.92385
0.888	30.8525	25.94572
0.855	40.9341	25.96913
0.812	0.8119	25.98567
0.7	27.5175	26.0389
0.796	16.8423	26.04429
0.799	42.584	26.0823
0.795	49.4056	26.10433
0.775	21.3047	26.14211
0.786	7.3233	26.26485
0.833	9.1075	26.33693
0.967	10.9003	26.49985
0.822	5.7377	26.53334
0.764	13.7874	26.58123
0.886	4.022	26.58217
0.839	47.8724	26.66654
0.833	2.3057	26.67576
0.818	44.0831	26.68741
0.723	33.3083	26.77206
0.863	18.2767	26.87729
0.977	24.2284	26.96912
0.702	36.4501	26.97646
0.976	26.1796	27.04804
0.668	12.4387	27.06225
0.778	22.4637	27.1753
0.891	34.8699	27.18079
0.99	38.1007	27.34549
0.978	20.051	27.3674
0.87	39.9594	27.39573
0.801	41.6281	27.47227
0.879	15.1628	27.47968
0.952	31.8093	27.51892
0.963	29.8945	27.52904
0.726	8.1342	27.55458
0.914	28.0183	27.573
0.777	16.813	27.61666
0.848	0.9302	27.64133
0.764	49.4362	27.66288
0.961	46.4113	27.7161
0.858	6.6061	27.97137
0.921	9.7259	27.97823
0.843	4.9079	28.06687
0.762	44.7387	28.12466
0.847	43.131	28.14661
0.894	3.1727	28.16919
0.837	11.4681	28.2121
0.916	13.5015	28.23682
0.754	48.0389	28.25497
0.798	33.5744	28.26941
0.771	36.7015	28.42735
0.787	18.1222	28.5203
0.89	23.3244	28.60355
0.925	25.1387	28.63866
0.971	21.4663	28.70706
0.776	26.8334	28.77756
0.892	35.1224	28.94732
0.774	28.9453	28.98361
0.711	14.987	29.05988
0.846	39.9935	29.11121
0.813	30.6747	29.12428
0.66	0.6778	29.12788
0.871	8.3542	29.13631
0.895	41.7325	29.18418
0.796	32.2818	29.20176
0.898	19.663	29.20265
0.859	49.3411	29.28288
0.959	38.1982	29.29374
0.92	16.6022	29.30018
0.782	45.7197	29.31679
0.775	2.0809	29.43217
0.701	6.8068	29.51727
0.8	44.0384	29.52075
0.814	5.3003	29.67665
0.932	10.1086	29.7912
0.835	3.6583	29.82857
0.88	11.9191	29.86853
0.935	47.6569	29.89991
0.673	24.2058	29.93582
0.849	33.7268	29.98778
0.719	18.0711	30.02771
0.913	13.7023	30.05487
0.777	26.0146	30.09762
0.911	36.5103	30.09838
0.952	27.7367	30.25027
0.705	20.8595	30.26923
1.01	22.5745	30.34899
0.721	29.4018	30.40707
0.848	15.383	30.58033
0.868	42.7729	30.60743
0.789	39.3454	30.61221
0.731	30.8311	30.66029
0.783	7.7391	30.67168
0.803	40.9355	30.68323
0.929	0.9296	30.69736
0.64	6.28	30.75068
0.757	32.3157	30.75419
0.861	46.1643	30.89837
0.725	16.9216	30.91377
0.825	49.2604	30.96472
0.936	19.3978	31.01727
0.842	35.0428	31.05709
0.679	24.9349	31.07421
0.882	44.4403	31.15378
0.798	37.8541	31.1542
0.905	2.6741	31.2634
0.91	4.6386	31.27211
0.803	11.002	31.27963
0.795	12.6299	31.38503
0.882	9.2432	31.38552
0.802	26.5825	31.5709
0.764	47.8008	31.59267
0.717	21.3805	31.59611
0.786	14.1816	31.68768
0.717	36.4511	31.72523
0.808	33.5374	31.73183
0.824	23.6418	31.84039
0.713	28.1167	31.87117
0.871	29.6974	31.97117
0.838	17.9714	32.07174
0.768	39.0694	32.14432
0.895	31.4527	32.16273
0.941	41.854	32.1656
0.73	7.627	32.18046
0.806	6.0912	32.18563
0.867	15.9719	32.19149
0.777	25.295	32.4848
0.749	49.4511	32.52697
0.786	20.2085	32.53646
0.924	0.9241	32.55138
0.699	10.2679	32.5899
0.678	37.7052	32.62307
0.844	43.5729	32.64574
0.971	46.4691	32.70472
0.798	22.3218	32.7831
0.779	4.1043	32.87435
0.76	2.5662	32.92482
0.747	8.8735	32.97256
0.688	48.099	33.01358
0.9	34.608	33.0623
1.03	11.9289	33.0699
0.837	40.3493	33.11252
0.942	27.1553	33.21813
0.88	32.8404	33.2692
0.71	28.8063	33.27725
0.841	36.3351	33.27866
0.858	13.8043	33.28772
0.747	17.0697	33.37637
0.731	30.4062	33.40759
0.747	44.9322	33.47216
0.842	18.8838	33.48241
0.868	23.972	33.49981
0.701	5.427	33.53833
0.896	7.0169	33.68866
0.751	15.3621	33.6902
0.827	38.798	33.71595
0.852	42.0658	33.94596
